,CVE ID,CWE ID,# of Exploits,Vulnerability Type(s),Publish Date,Update Date,Score,Gained Access Level,Access,Complexity,Authentication,Conf.,Integ.,Avail.,Description
0,CVE-2012-6453,79.0,,XSS,2012-12-31,2012-12-31,4.3,None,Remote,Medium,Not required,None,Partial,None,Cross-site scripting (XSS) vulnerability in the RSS Reader extension before 0.2.6 for MediaWiki allows remote attackers to inject arbitrary web script or HTML via a crafted feed.
1,CVE-2012-6432,264.0,,,2012-12-27,2012-12-27,6.8,None,Remote,Medium,Not required,Partial,Partial,Partial,"Symfony 2.0.x before 2.0.20, 2.1.x before 2.1.5, and 2.2-dev, when the internal routes configuration is enabled, allows remote attackers to access arbitrary services via vectors involving a URI beginning with a /_internal substring."
2,CVE-2012-6431,264.0,,Bypass,2012-12-27,2013-01-07,6.4,None,Remote,Low,Not required,Partial,Partial,None,"Symfony 2.0.x before 2.0.20 does not process URL encoded data consistently within the Routing and Security components, which allows remote attackers to bypass intended URI restrictions via a doubly encoded string."
3,CVE-2012-6428,255.0,,,2012-12-23,2013-01-08,10.0,None,Remote,Low,Not required,Complete,Complete,Complete,"Carlo Gavazzi EOS-Box with firmware before 1.0.0.1080_2.1.10 establishes multiple hardcoded accounts, which makes it easier for remote attackers to obtain administrative access by reading a password in a PHP script, a similar issue to CVE-2012-5862."
4,CVE-2012-6427,89.0,,Exec Code Sql,2012-12-23,2012-12-24,7.5,None,Remote,Low,Not required,Partial,Partial,Partial,"Multiple SQL injection vulnerabilities in Carlo Gavazzi EOS-Box with firmware before 1.0.0.1080_2.1.10 allow remote attackers to execute arbitrary SQL commands via unspecified vectors, a similar issue to CVE-2012-5861."
5,CVE-2012-6422,264.0,,+Priv,2012-12-18,2012-12-21,9.3,None,Remote,Medium,Not required,Complete,Complete,Complete,"The kernel in Samsung Galaxy S2, Galaxy Note 2, MEIZU MX, and possibly other Android devices, when running an Exynos 4210 or 4412 processor, uses weak permissions (0666) for /dev/exynos-mem, which allows attackers to read or write arbitrary physical memory and gain privileges via a crafted application, as demonstrated by ExynosAbuse."
6,CVE-2012-6371,310.0,,,2012-12-31,2013-01-02,3.3,None,Local Network,Low,Not required,Partial,None,None,"The WPA2 implementation on the Belkin N900 F9K1104v1 router establishes a WPS PIN based on 6 digits of the LAN/WLAN MAC address, which makes it easier for remote attackers to obtain access to a Wi-Fi network by reading broadcast packets, a different vulnerability than CVE-2012-4366."
7,CVE-2012-6369,79.0,1.0,XSS,2012-12-28,2020-01-22,4.3,None,Remote,Medium,Not required,None,Partial,None,Cross-site scripting (XSS) vulnerability in the Troubleshooting Reporting System feature in AgileBits 1Password 3.9.9 might allow remote attackers to inject arbitrary web script or HTML via a crafted User-Agent HTTP header that is not properly handled in a View Troubleshooting Report action.
8,CVE-2012-6339,79.0,,XSS,2012-12-31,2012-12-31,4.3,None,Remote,Medium,Not required,None,Partial,None,"Multiple cross-site scripting (XSS) vulnerabilities in the administrative web interface in Cerberus FTP Server before 5.0.6.0 allow (1) remote attackers to inject arbitrary web script or HTML via a log entry that is not properly handled within the Log Manager component, and might allow (2) remote authenticated administrators to inject arbitrary web script or HTML via a Messages field to the servermanager program."
9,CVE-2012-6337,200.0,,+Info,2012-12-31,2012-12-31,3.3,None,Local Network,Low,Not required,Partial,None,None,"The Track My Mobile feature in the SamsungDive subsystem for Android on Samsung Galaxy devices shows the activation of remote tracking, which might allow physically proximate attackers to defeat a product-recovery effort by tampering with this feature or its location data."
10,CVE-2012-6336,,,,2012-12-31,2013-01-08,3.3,None,Local Network,Low,Not required,None,Partial,None,"The Missing Device feature in Lookout allows physically proximate attackers to provide arbitrary location data via a ""commonly available simple GPS location spoofer."""
