,CVE ID,CWE ID,# of Exploits,Vulnerability Type(s),Publish Date,Update Date,Score,Gained Access Level,Access,Complexity,Authentication,Conf.,Integ.,Avail.,Description
0,CVE-2007-6609,119.0,,Exec Code Overflow,2007-12-31,2018-10-15,5.0,None,Remote,Low,Not required,None,Partial,None,Multiple stack-based buffer overflows in the CPLI_ReadTag_OGG function in CPI_PlaylistItem.c in CoolPlayer 217 and earlier allow user-assisted remote attackers to execute arbitrary code via a long (1) cTag or (2) cValue field in an OGG Vorbis file.
1,CVE-2007-6608,79.0,,XSS,2007-12-31,2018-10-15,4.3,None,Remote,Medium,Not required,None,Partial,None,"Multiple cross-site scripting (XSS) vulnerabilities in OpenBiblio 0.5.2-pre4 and earlier allow remote attackers to inject arbitrary web script or HTML via the (1) LAST and (2) FIRST parameters to admin/staff_del_confirm.php, (3) the name parameter to admin/theme_del_confirm.php, or (4) the themeName parameter to admin/theme_preview.php."
2,CVE-2007-6607,200.0,,+Info,2007-12-31,2018-10-15,5.0,None,Remote,Low,Not required,Partial,None,None,"OpenBiblio 0.5.2-pre4 and earlier allows remote attackers to obtain sensitive information via a direct request for (1) shared/footer.php, (2) circ/mbr_fields.php, or (3) admin/custom_marc_form_fields.php, which reveals the path in various error messages."
3,CVE-2007-6606,200.0,,+Info,2007-12-31,2018-10-15,5.0,None,Remote,Low,Not required,Partial,None,None,"OpenBiblio 0.5.2-pre4 and earlier allows remote attackers to obtain configuration information via a direct request to phpinfo.php, which calls the phpinfo function."
4,CVE-2007-6605,119.0,,Exec Code Overflow,2007-12-31,2017-09-29,5.8,None,Remote,Medium,Not required,Partial,Partial,None,Buffer overflow in a certain ActiveX control in SkyFexClient.ocx 1.0.2.77 in SkyFex Client 1.0 allows remote attackers to execute arbitrary code via long strings in the first four arguments to the Start method.
5,CVE-2007-6604,22.0,,Dir. Trav.,2007-12-31,2017-09-29,5.0,None,Remote,Low,Not required,Partial,None,None,"Multiple directory traversal vulnerabilities in index.php in XCMS 1.82 and earlier allow remote attackers to read arbitrary files via a .. (dot dot) in (1) the s parameter to the admin page or (2) the pg parameter to an arbitrary module, as demonstrated by reading a password hash in a .dtb file under dati/membri/ or by executing embedded PHP code in images under uploads/avatar/."
6,CVE-2007-6603,264.0,,,2007-12-31,2017-09-29,5.0,None,Remote,Low,Not required,Partial,None,None,"Hot or Not Clone has insufficient access control for producing and reading database backups, which allows remote attackers to obtain the administrator username and password via a direct request to control/backup/backup.php, which generates a backup/dump/backup.sql file that can be downloaded via a direct request to control/downloadfile.php."
7,CVE-2007-6602,89.0,,Exec Code Sql,2007-12-31,2017-09-29,7.5,None,Remote,Low,Not required,Partial,Partial,Partial,SQL injection vulnerability in app/models/identity.php in NoseRub 0.5.2 and earlier allows remote attackers to execute arbitrary SQL commands via the username field to the login script.
8,CVE-2007-6597,79.0,,XSS,2007-12-31,2018-10-15,4.3,None,Remote,Medium,Not required,None,Partial,None,"Multiple cross-site scripting (XSS) vulnerabilities in IPortalX before Build 033 allow remote attackers to inject arbitrary web script or HTML via the (1) KW and (2) SF parameters to forum/login_user.asp, and (3) the Date parameter to blogs.asp."
9,CVE-2007-6596,20.0,,Bypass,2007-12-31,2018-10-15,5.0,None,Remote,Low,Not required,Partial,None,None,"ClamAV 0.92 does not recognize Base64 UUEncoded archives, which allows remote attackers to bypass the scanner via a Base64-UUEncoded file."
10,CVE-2007-6595,59.0,,,2007-12-31,2018-10-15,2.1,None,Local,Low,Not required,None,Partial,None,"ClamAV 0.92 allows local users to overwrite arbitrary files via a symlink attack on (1) temporary files used by the cli_gentempfd function in libclamav/others.c or on (2) .ascii files used by sigtool, when utf16-decode is enabled."
11,CVE-2007-6594,264.0,,+Priv,2007-12-28,2011-03-08,6.9,None,Local,Medium,Not required,Complete,Complete,Complete,"IBM Lotus Notes 8 for Linux before 8.0.1 uses (1) unspecified weak permissions for the installation kit obtained through a Notes 8 download and (2) 0777 permissions for the installdata file that is created by setup.sh, which allows local users to gain privileges via a Trojan horse file."
