,cpe23Uri,titles,vulnerabilities,feedTimestamp
0,cpe:2.3:a:dthdevelopment:dt_register:3.1.12:*:*:*:*:joomla\!:*:*,DTH Development DT Register 3.1.12 for Joomla!,[''],2022-03-20T18:36Z
1,cpe:2.3:a:dthdevelopment:dt_register:3.2.7:*:*:*:*:joomla\!:*:*,DTH Development DT Register 3.2.7 for Joomla!,['CVE-2018-6584'],2022-03-20T18:36Z
2,cpe:2.3:a:dtracker_project:dtracker:1.5:*:*:*:*:wordpress:*:*,DTracker Project DTracker 1.5 for WordPress,"['CVE-2017-1002004', 'CVE-2017-1002005', 'CVE-2017-1002006', 'CVE-2017-1002007']",2022-03-20T18:36Z
3,cpe:2.3:a:dtsearch:dtsearch:7.66.7936:*:*:*:*:*:*:*,Dtsearch 7.66.7936,['CVE-2018-11488'],2022-03-20T18:36Z
4,cpe:2.3:a:dtsearch:dtsearch:7.90.8538.1:*:*:*:*:*:*:*,Dtsearch 7.90.8538.1,['CVE-2018-11488'],2022-03-20T18:36Z
5,cpe:2.3:a:dual_dhcp_dns_server_project:dual_dhcp_dns_server:7.40:*:*:*:*:*:*:*,Dual DHCP DNS Server Project Dual DHCP DNS Server 7.40,['CVE-2020-26133'],2022-03-20T18:36Z
6,cpe:2.3:a:dublabs:yulman_stadium:1.4.25:*:*:*:*:android:*:*,dublabs Yulman Stadium (aka com.dub.app.tulanestadium) for android 1.4.25,['CVE-2014-7629'],2022-03-20T18:36Z
7,cpe:2.3:a:duckcorp:bip:0.7.0:*:*:*:*:*:*:*,duckcorp bip 0.7.0,"['CVE-2010-3071', 'CVE-2011-5268', 'CVE-2012-0806', 'CVE-2013-4550']",2022-03-20T18:36Z
8,cpe:2.3:a:duckcorp:bip:0.7.1:*:*:*:*:*:*:*,duckcorp bip 0.7.1,"['CVE-2010-3071', 'CVE-2011-5268', 'CVE-2012-0806', 'CVE-2013-4550']",2022-03-20T18:36Z
9,cpe:2.3:a:duckcorp:bip:0.7.2:*:*:*:*:*:*:*,duckcorp bip 0.7.2,"['CVE-2010-3071', 'CVE-2011-5268', 'CVE-2012-0806', 'CVE-2013-4550']",2022-03-20T18:36Z
