,cpe23Uri,titles,vulnerabilities,feedTimestamp
0,cpe:2.3:a:cisco:personal_assistant:-:*:*:*:*:*:*:*,Cisco Personal Assistant,[''],2022-03-19T23:38Z
1,cpe:2.3:a:cisco:personal_assistant:1.3\(1\):*:*:*:*:*:*:*,Cisco Personal Assistant 1.3 (1),"['CVE-2004-1759', 'CVE-2004-1760', 'CVE-2005-0356']",2022-03-19T23:38Z
2,cpe:2.3:a:cisco:personal_assistant:1.3\(2\):*:*:*:*:*:*:*,Cisco Personal Assistant 1.3 (2),"['CVE-2004-1759', 'CVE-2004-1760', 'CVE-2005-0356']",2022-03-19T23:38Z
3,cpe:2.3:a:cisco:personal_assistant:1.3\(3\):*:*:*:*:*:*:*,Cisco Personal Assistant 1.3 (3),"['CVE-2004-1759', 'CVE-2004-1760', 'CVE-2005-0356']",2022-03-19T23:38Z
4,cpe:2.3:a:cisco:personal_assistant:1.3\(4\):*:*:*:*:*:*:*,Cisco Personal Assistant 1.3 (4),"['CVE-2004-1759', 'CVE-2004-1760', 'CVE-2005-0356']",2022-03-19T23:38Z
5,cpe:2.3:a:cisco:personal_assistant:1.4\(1\):*:*:*:*:*:*:*,Cisco Personal Assistant 1.4(1),"['CVE-2004-0044', 'CVE-2004-1759', 'CVE-2004-1760', 'CVE-2005-0356']",2022-03-19T23:38Z
6,cpe:2.3:a:cisco:personal_assistant:1.4\(2\):*:*:*:*:*:*:*,Cisco Personal Assistant 1.4(2),"['CVE-2004-0044', 'CVE-2004-1759', 'CVE-2004-1760', 'CVE-2005-0356']",2022-03-19T23:38Z
7,cpe:2.3:a:cisco:pgw_2200:-:*:*:*:*:*:*:*,Cisco PGW 2200,['CVE-2002-2037'],2022-03-19T23:38Z
8,cpe:2.3:a:cisco:pgw_2200:9.1:*:*:*:*:*:*:*,Cisco PGW 2200 9.1,['CVE-2002-2037'],2022-03-19T23:38Z
9,cpe:2.3:h:cisco:pix_500:-:*:*:*:*:*:*:*,Cisco PIX 500 Security Appliance,"['CVE-2008-0028', 'CVE-2010-0149', 'CVE-2010-0150', 'CVE-2010-0565', 'CVE-2010-0566', 'CVE-2010-0567', 'CVE-2010-0568', 'CVE-2010-0569', 'CVE-2010-1578', 'CVE-2010-1579', 'CVE-2010-1580', 'CVE-2010-1581', 'CVE-2010-2814', 'CVE-2010-2815', 'CVE-2010-2816', 'CVE-2010-2817', 'CVE-2010-4354', 'CVE-2011-0393', 'CVE-2011-0394', 'CVE-2011-0395', 'CVE-2011-0396']",2022-03-19T23:39Z
