,cpe23Uri,titles,vulnerabilities,feedTimestamp
0,cpe:2.3:a:avatar_uploader_project:avatar_uploader:7.x-1.0:beta8:*:*:*:drupal:*:*,Avatar Uploader Project Avatar Uploader 7.x-1.0 Beta 8 for Drupal,[''],2022-03-19T04:01Z
1,cpe:2.3:a:avatar_uploader_project:avatar_uploader:7.x-1.x:dev:*:*:*:drupal:*:*,Avatar Uploader Project Avatar Uploader 7.x-1.x Dev for Drupal,[''],2022-03-19T04:01Z
2,cpe:2.3:h:avaya:4602sw_ip_phone:-:*:*:*:*:*:*:*,Avaya 4602SW IP Phone,"['CVE-2007-3320', 'CVE-2007-3321', 'CVE-2007-3322']",2022-03-19T04:01Z
3,cpe:2.3:h:avaya:4602sw_ip_phone:r2.2:*:*:*:*:*:*:*,Avaya 4602SW IP Phone firmware 2.2.2,"['CVE-2007-3319', 'CVE-2007-3320', 'CVE-2007-3321', 'CVE-2007-3322']",2022-03-19T04:01Z
4,cpe:2.3:h:avaya:9608:-:*:*:*:*:*:*:*,Avaya 9608,['CVE-2011-4112'],2022-03-19T04:01Z
5,cpe:2.3:o:avaya:9608_firmware:6.0:*:*:*:*:*:*:*,Avaya 9608 Firmware 6.0,['CVE-2011-4112'],2022-03-19T04:01Z
6,cpe:2.3:o:avaya:9608_firmware:6.6.0:*:*:*:*:*:*:*,Avaya 9608 Firmware 6.6.0,['CVE-2011-4112'],2022-03-19T04:01Z
7,cpe:2.3:h:avaya:9608g:-:*:*:*:*:*:*:*,Avaya 9608G,['CVE-2011-4112'],2022-03-19T04:01Z
8,cpe:2.3:o:avaya:9608g_firmware:6.0:*:*:*:*:*:*:*,Avaya 9608G Firmware 6.0,['CVE-2011-4112'],2022-03-19T04:01Z
9,cpe:2.3:o:avaya:9608g_firmware:6.6.0:*:*:*:*:*:*:*,Avaya 9608G Firmware 6.6.0,['CVE-2011-4112'],2022-03-19T04:01Z
