,cpe23Uri,titles,vulnerabilities,feedTimestamp
0,cpe:2.3:h:dell:latitude_d631:-:*:*:*:*:*:*:*,Dell Latitude D631 -,['CVE-2013-3582'],2022-03-20T12:52Z
1,cpe:2.3:h:dell:latitude_d830:-:*:*:*:*:*:*:*,Dell Latitude D830 -,['CVE-2013-3582'],2022-03-20T12:52Z
2,cpe:2.3:h:dell:latitude_e4200:-:*:*:*:*:*:*:*,Dell Latitude E4200 -,['CVE-2013-3582'],2022-03-20T12:52Z
3,cpe:2.3:h:dell:latitude_e4300:-:*:*:*:*:*:*:*,Dell Latitude E4300 -,['CVE-2013-3582'],2022-03-20T12:52Z
4,cpe:2.3:h:dell:latitude_e4310:-:*:*:*:*:*:*:*,Dell Latitude E4310,['CVE-2015-2890'],2022-03-20T12:53Z
5,cpe:2.3:h:dell:latitude_e5250:-:*:*:*:*:*:*:*,Dell Latitude E5250,"['CVE-2019-3717', 'CVE-2020-5362']",2022-03-20T12:53Z
6,cpe:2.3:o:dell:latitude_e5250_firmware:-:*:*:*:*:*:*:*,Dell Latitude E5250 Firmware,"['CVE-2019-3717', 'CVE-2020-5362']",2022-03-20T12:53Z
7,cpe:2.3:o:dell:latitude_e5250_firmware:a21:*:*:*:*:*:*:*,Dell Latitude E5250 Firmware A21,['CVE-2020-5362'],2022-03-20T12:53Z
8,cpe:2.3:h:dell:latitude_e5270:-:*:*:*:*:*:*:*,Dell Latitude E5270,"['CVE-2019-3717', 'CVE-2020-5326', 'CVE-2020-5362', 'CVE-2021-36323', 'CVE-2021-36324', 'CVE-2021-36325', 'CVE-2021-36342', 'CVE-2021-36343']",2022-03-20T12:53Z
9,cpe:2.3:o:dell:latitude_e5270_firmware:-:*:*:*:*:*:*:*,Dell Latitude E5270 Firmware,"['CVE-2019-3717', 'CVE-2020-5326', 'CVE-2020-5362', 'CVE-2021-36323', 'CVE-2021-36324', 'CVE-2021-36325', 'CVE-2021-36342', 'CVE-2021-36343']",2022-03-20T12:53Z
